"","bResult","blueTop"
"2197",1,"Ziv"
"2198",0,"exciting"
"2199",0,"Julian"
"2200",1,"Morning"
"2201",0,"BoBo"
"2202",1,"BoBo"
"2203",0,"Ninuo"
"2204",1,"Ziv"
"2205",0,"MapleSnow"
"2206",0,"AJ"
"2207",1,"Nexus"
"2208",0,"Morning"
"2209",1,"Rins"
"2210",1,"Morning"
"2211",0,"AJ"
"2212",0,"Rins"
"2213",1,"Nexus"
"2214",0,"Nexus"
"2215",1,"BoBo"
"2216",0,"Ninuo"
"2217",1,"Rins"
"2218",1,"Rins"
"2219",0,"AJ"
"2220",1,"BoBo"
"2221",1,"MapleSnow"
"2222",0,"AJ"
"2223",1,"Ziv"
"2224",0,"MapleSnow"
"2225",0,"Morning"
"2226",0,"Ninuo"
"2227",0,"Morning"
"2228",0,"XUE"
"2229",1,"BoBo"
"2230",1,"Morning"
"2231",0,"Nexus"
"2232",1,"Ziv"
"2233",0,"Ninuo"
"2234",0,"exciting"
"2235",1,"Ziv"
"2236",0,"MapleSnow"
"2237",0,"Rins"
"2238",0,"MapleSnow"
"2239",0,"Nexus"
"2240",1,"Rins"
"2241",0,"BoBo"
"2242",0,"Never"
"2243",1,"Ninuo"
"2244",1,"Ziv"
"2245",0,"Morning"
"2246",1,"MapleSnow"
"2247",1,"Ziv"
"2248",0,"Syuan"
"2249",1,"Yue"
"2250",1,"Morning"
"2251",0,"Ninuo"
"2252",1,"Ziv"
"2253",0,"Nexus"
"2254",1,"MMD"
"2255",0,"Ninuo"
"2256",1,"BoBo"
"2257",0,"Nexus"
"2258",0,"Ninuo"
"2259",0,"BoBo"
"2260",0,"Nexus"
"2261",1,"MMD"
"2262",0,"Syuan"
"2263",1,"MMD"
"2264",1,"MapleSnow"
"2265",1,"BoBo"
"2266",1,"Ziv"
"2267",0,"Syuan"
"2268",1,"Morning"
"2269",1,"MapleSnow"
"2270",0,"BoBo"
"2271",1,"MMD"
"2272",0,"Syuan"
"2273",1,"MapleSnow"
"2274",0,"Nexus"
"2275",1,"Morning"
"2276",0,"Ninuo"
"2277",1,"Ziv"
"2278",1,"MMD"
"2279",0,"MapleSnow"
"2280",1,"BoBo"
"2281",0,"Syuan"
"2282",1,"Ninuo"
"2283",1,"Nexus"
"2284",0,"Morning"
"2285",1,"Ziv"
"2286",1,"Nexus"
"2287",1,"Syuan"
"2288",0,"MapleSnow"
"2289",0,"Ninuo"
"2290",0,"Ziv"
"2291",0,"BoBo"
"2292",0,"MMD"
"2293",1,"Morning"
"2294",0,"Nexus"
"2295",1,"MapleSnow"
"2296",1,"Ninuo"
"2297",0,"Syuan"
"2298",1,"BoBo"
"2299",1,"Morning"
"2300",1,"Ziv"
"2301",1,"Rins"
"2302",1,"Morning"
"2303",1,"BoBo"
"2304",0,"Ninuo"
"2305",1,"MMD"
"2306",1,"Morning"
"2307",0,"Nexus"
"2308",0,"Vayn3z"
"2309",1,"MapleSnow"
"2310",1,"MapleSnow"
"2311",0,"Nexus"
"2312",0,"K"
"2313",1,"Ziv"
"2314",1,"Ninuo"
"2315",0,"Rins"
"2316",0,"MapleSnow"
"2317",1,"Morning"
"2318",1,"Ziv"
"2319",0,"Ninuo"
"2320",1,"MMD"
"2321",0,"K"
"2322",0,"Nexus"
"2323",1,"BoBo"
"2324",1,"MMD"
"2325",0,"Ziv"
"2326",0,"Rins"
"2327",1,"BoBo"
"2328",0,"Nexus"
"2329",1,"Ninuo"
"2330",1,"Morning"
"2331",0,"Rins"
"2332",1,"MMD"
"2333",0,"Nexus"
"2334",0,"BoBo"
"2335",1,"Ziv"
"2336",0,"MapleSnow"
"2337",1,"MMD"
"2338",0,"Ziv"
"2339",1,"Morning"
"2340",0,"Ninuo"
"2341",0,"MapleSnow"
"2342",0,"Rins"
"2343",1,"Nexus"
"2344",1,"Ziv"
"2345",0,"MapleSnow"
"2346",0,"Nexus"
"2347",1,"Ziv"
"2348",1,"MapleSnow"
"2349",0,"Rins"
"2350",1,"Morning"
"2351",0,"MMD"
"2352",0,"BoBo"
"2353",0,"Ninuo"
"2354",0,"MapleSnow"
"2355",1,"Ziv"
"2356",0,"Rins"
"2357",1,"Ninuo"
"2358",0,"Vayn3z"
"2359",0,"Nexus"
"2360",1,"MMD"
"2361",1,"Morning"
"2362",0,"Vayn3z"
"2363",1,"Morning"
"2364",1,"MMD"
"2365",0,"Ninuo"
"2366",0,"Nexus"
"2367",1,"Morning"
"2368",1,"Ziv"
"2369",0,"Rins"
"2370",0,"MMD"
"2371",0,"MapleSnow"
"2372",0,"Ninuo"
"2373",0,"BoBo"
"2374",1,"Rins"
"2375",1,"MapleSnow"
"2376",1,"Ziv"
"2377",0,"Nexus"
"2378",0,"Ninuo"
"2379",0,"Ziv"
"2380",0,"Rins"
"2381",1,"MMD"
"2382",0,"Rins"
"2383",1,"Morning"
"2384",1,"MapleSnow"
"2385",0,"Vayn3z"
"2386",0,"Nexus"
"2387",1,"MMD"
"2388",0,"Nexus"
"2389",1,"MapleSnow"
"2390",1,"Morning"
"2391",0,"Ninuo"
"2392",1,"Ziv"
"2393",0,"Vayn3z"
"2394",0,"Ninuo"
"2395",1,"Nexus"
"2396",1,"Morning"
"2397",1,"Ziv"
"2398",0,"BoBo"
"2399",0,"Rins"
"2400",0,"MapleSnow"
"2401",0,"Ninuo"
"2402",0,"Ziv"
"2403",0,"MMD"
"2404",0,"Nexus"
"2405",0,"Rins"
"2406",0,"BoBo"
"2407",1,"MMD"
"2408",0,"Morning"
"2409",0,"XiaoLiang"
"2410",1,"Ziv"
"2411",0,"MapleSnow"
"2412",1,"Ziv"
"2413",1,"Morning"
"2414",1,"Vayn3z"
"2415",1,"Morning"
"2416",1,"Vayn3z"
"2417",0,"Morning"
"2418",1,"Ziv"
"2419",0,"Vayn3z"
"2420",1,"Ziv"
"2421",0,"MapleSnow"
"2422",0,"MapleSnow"
"2423",0,"Ninuo"
"2424",1,"Ninuo"
"2425",0,"Ninuo"
"2426",0,"LOFS"
"2427",1,"Ninuo"
"2428",1,"Ziv"
"2429",0,"MapleSnow"
"2430",1,"Ziv"
"2431",0,"Nexus"
"2432",1,"MMD"
"2433",1,"MMD"
"2434",0,"LOFS"
"2435",1,"Ziv"
"2436",1,"Ninuo"
"2437",1,"Morning"
"2438",0,"Ninuo"
"2439",0,"LOFS"
"2440",1,"3z"
"2441",1,"MMD"
"2442",0,"MapleSnow"
"2443",1,"Nexus"
"2444",0,"Nexus"
"2445",0,"Nexus"
"2446",0,"LOFS"
"2447",0,"LOFS"
"2448",0,"Ninuo"
"2449",1,"Rins"
"2450",0,"Morning"
"2451",0,"Morning"
"2452",0,"Ninuo"
"2453",0,"Ninuo"
"2454",1,"3z"
"2455",0,"Nexus"
"2456",1,"Duke"
"2457",1,"MaRin"
"2458",0,"Duke"
"2459",1,"Smeb"
"2460",0,"Lil4c"
"2461",0,"CuVee"
"2462",0,"TrAce"
"2463",0,"CuVee"
"2464",1,"Duke"
"2465",0,"Ssumday"
"2466",0,"MaRin"
"2467",1,"Shy"
"2468",1,"Smeb"
"2469",0,"CuVee"
"2470",0,"Ssumday"
"2471",1,"MaRin"
"2472",1,"Shy"
"2473",1,"Duke"
"2474",1,"Shy"
"2475",0,"CuVee"
"2476",1,"Lil4c"
"2477",0,"Smeb"
"2478",0,"TrAce"
"2479",0,"TrAce"
"2480",1,"Ssumday"
"2481",1,"Shy"
"2482",0,"Ssumday"
"2483",0,"Lil4c"
"2484",1,"MaRin"
"2485",1,"TrAce"
"2486",0,"Duke"
"2487",0,"Shy"
"2488",1,"Smeb"
"2489",0,"CuVee"
"2490",1,"Ssumday"
"2491",1,"Lil4c"
"2492",1,"TrAce"
"2493",1,"Lil4c"
"2494",1,"Shy"
"2495",0,"CuVee"
"2496",1,"Smeb"
"2497",0,"Ssumday"
"2498",1,"TrAce"
"2499",0,"MaRin"
"2500",0,"Lil4c"
"2501",1,"Duke"
"2502",1,"MaRin"
"2503",0,"CuVee"
"2504",0,"Duke"
"2505",1,"Smeb"
"2506",1,"TrAce"
"2507",0,"Shy"
"2508",0,"Ssumday"
"2509",1,"Lil4c"
"2510",1,"Lil4c"
"2511",1,"Shy"
"2512",0,"Lil4c"
"2513",1,"Ssumday"
"2514",1,"TrAce"
"2515",1,"Ssumday"
"2516",1,"Duke"
"2517",1,"CuVee"
"2518",0,"CuVee"
"2519",0,"MaRin"
"2520",0,"Smeb"
"2521",1,"Smeb"
"2522",1,"MaRin"
"2523",1,"Duke"
"2524",1,"MaRin"
"2525",1,"TrAce"
"2526",0,"CuVee"
"2527",0,"Lil4c"
"2528",1,"Smeb"
"2529",0,"Shy"
"2530",1,"MaRin"
"2531",0,"Ssumday"
"2532",1,"Duke"
"2533",0,"CuVee"
"2534",1,"Smeb"
"2535",0,"Duke"
"2536",1,"Shy"
"2537",1,"MaRin"
"2538",1,"Ssumday"
"2539",0,"Ssumday"
"2540",1,"Smeb"
"2541",1,"Lil4c"
"2542",1,"CuVee"
"2543",1,"CuVee"
"2544",1,"Shy"
"2545",1,"Ssumday"
"2546",0,"Ssumday"
"2547",0,"Duke"
"2548",1,"TrAce"
"2549",1,"MaRin"
"2550",0,"Lil4c"
"2551",1,"Ssumday"
"2552",0,"CuVee"
"2553",1,"Smeb"
"2554",0,"Shy"
"2555",1,"TrAce"
"2556",0,"Lil4c"
"2557",0,"Ssumday"
"2558",0,"Smeb"
"2559",0,"CuVee"
"2560",1,"Shy"
"2561",1,"Duke"
"2562",0,"Lil4c"
"2563",1,"MaRin"
"2564",0,"TrAce"
"2565",1,"Smeb"
"2566",0,"Duke"
"2567",0,"CuVee"
"2568",1,"MaRin"
"2569",0,"Lil4c"
"2570",1,"Ssumday"
"2571",1,"Shy"
"2572",0,"TrAce"
"2573",0,"TrAce"
"2574",1,"Ssumday"
"2575",1,"Shy"
"2576",0,"Lil4c"
"2577",0,"Smeb"
"2578",1,"MaRin"
"2579",0,"CuVee"
"2580",0,"Duke"
"2581",1,"CuVee"
"2582",1,"Shy"
"2583",0,"TrAce"
"2584",1,"Shy"
"2585",1,"Shy"
"2586",0,"MaRin"
"2587",0,"Shy"
"2588",1,"MaRin"
"2589",1,"MaRin"
"2590",0,"Smeb"
"2591",1,"MaRin"
"2592",0,"Smeb"
"2593",0,"ikssu"
"2594",0,"Duke"
"2595",1,"ikssu"
"2596",1,"CuVee"
"2597",0,"Soul"
"2598",0,"Shy"
"2599",0,"ikssu"
"2600",0,"ikssu"
"2601",1,"Ssumday"
"2602",0,"CuVee"
"2603",1,"TrAce"
"2604",0,"Apple"
"2605",1,"MaRin"
"2606",0,"Soul"
"2607",0,"Smeb"
"2608",0,"Duke"
"2609",0,"Smeb"
"2610",1,"TrAce"
"2611",0,"ikssu"
"2612",1,"Ssumday"
"2613",1,"Shy"
"2614",0,"Ssumday"
"2615",0,"Smeb"
"2616",0,"CuVee"
"2617",0,"CuVee"
"2618",0,"Duke"
"2619",1,"MaRin"
"2620",0,"cvMax"
"2621",0,"Apple"
"2622",0,"cvMax"
"2623",1,"Shy"
"2624",0,"Soul"
"2625",0,"TrAce"
"2626",1,"Ssumday"
"2627",1,"MaRin"
"2628",0,"Smeb"
"2629",1,"CuVee"
"2630",1,"TrAce"
"2631",1,"TrAce"
"2632",1,"Duke"
"2633",0,"Apple"
"2634",1,"Smeb"
"2635",1,"Shy"
"2636",1,"Shy"
"2637",0,"Soul"
"2638",1,"TrAce"
"2639",0,"CuVee"
"2640",0,"MaRin"
"2641",1,"MaRin"
"2642",1,"Apple"
"2643",1,"Ssumday"
"2644",0,"Apple"
"2645",0,"Soul"
"2646",1,"Duke"
"2647",1,"MaRin"
"2648",1,"ikssu"
"2649",1,"MaRin"
"2650",0,"Ssumday"
"2651",1,"Smeb"
"2652",0,"Apple"
"2653",0,"Soul"
"2654",0,"Soul"
"2655",0,"Shy"
"2656",1,"MaRin"
"2657",1,"Duke"
"2658",0,"CuVee"
"2659",1,"Smeb"
"2660",1,"TrAce"
"2661",0,"TrAce"
"2662",0,"ikssu"
"2663",0,"Ssumday"
"2664",1,"Ssumday"
"2665",1,"TrAce"
"2666",0,"Shy"
"2667",0,"Soul"
"2668",1,"Smeb"
"2669",1,"MaRin"
"2670",0,"Apple"
"2671",1,"ikssu"
"2672",0,"CuVee"
"2673",1,"Ssumday"
"2674",0,"Soul"
"2675",1,"Shy"
"2676",1,"Duke"
"2677",0,"Shy"
"2678",1,"CuVee"
"2679",0,"Apple"
"2680",1,"Smeb"
"2681",0,"Apple"
"2682",1,"Shy"
"2683",0,"Ssumday"
"2684",1,"MaRin"
"2685",1,"Soul"
"2686",1,"ikssu"
"2687",1,"ikssu"
"2688",1,"TrAce"
"2689",0,"Duke"
"2690",1,"Shy"
"2691",0,"CuVee"
"2692",0,"Apple"
"2693",1,"Smeb"
"2694",1,"Duke"
"2695",0,"Ssumday"
"2696",1,"MaRin"
"2697",0,"TrAce"
"2698",0,"Shy"
"2699",1,"Smeb"
"2700",0,"Lilac"
"2701",1,"CuVee"
"2702",0,"Duke"
"2703",1,"Ssumday"
"2704",0,"ikssu"
"2705",1,"Expession"
"2706",1,"Helper"
"2707",0,"TrAce"
"2708",1,"MaRin"
"2709",0,"Soul"
"2710",1,"Smeb"
"2711",0,"CuVee"
"2712",1,"Duke"
"2713",1,"TrAce"
"2714",0,"Duke"
"2715",0,"ikssu"
"2716",1,"MaRin"
"2717",0,"SoaR"
"2718",0,"CuVee"
"2719",1,"CuVee"
"2720",1,"Helper"
"2721",1,"Ssumday"
"2722",1,"Ssumday"
"2723",1,"MaRin"
"2724",0,"TrAce"
"2725",1,"Duke"
"2726",1,"ikssu"
"2727",1,"Duke"
"2728",1,"Smeb"
"2729",0,"Apple"
"2730",1,"Ssumday"
"2731",1,"Soul"
"2732",0,"Soul"
"2733",1,"Shy"
"2734",1,"Duke"
"2735",1,"Shy"
"2736",0,"Smeb"
"2737",1,"MaRin"
"2738",1,"ikssu"
"2739",1,"CuVee"
"2740",0,"ikssu"
"2741",1,"Expession"
"2742",1,"Duke"
"2743",1,"Duke"
"2744",0,"Helper"
"2745",0,"Soul"
"2746",0,"Soul"
"2747",1,"Ssumday"
"2748",0,"TrAce"
"2749",0,"MaRin"
"2750",0,"Ssumday"
"2751",0,"Ssumday"
"2752",1,"Smeb"
"2753",0,"ikssu"
"2754",1,"TrAce"
"2755",0,"Expession"
"2756",1,"Soul"
"2757",1,"ikssu"
"2758",1,"ikssu"
"2759",1,"MaRin"
"2760",1,"Shy"
"2761",1,"Shy"
"2762",1,"Smeb"
"2763",1,"Duke"
"2764",0,"Smeb"
"2765",0,"CuVee"
"2766",1,"Ssumday"
"2767",1,"CuVee"
"2768",1,"TrAce"
"2769",0,"CuVee"
"2770",0,"Soul"
"2771",1,"Lilac"
"2772",0,"ikssu"
"2773",1,"Shy"
"2774",1,"Duke"
"2775",0,"CuVee"
"2776",1,"Ssumday"
"2777",0,"Smeb"
"2778",0,"Expession"
"2779",1,"MaRin"
"2780",1,"TrAce"
"2781",1,"Soul"
"2782",0,"TrAce"
"2783",0,"Apple"
"2784",0,"Ssumday"
"2785",1,"Ssumday"
"2786",0,"TrAce"
"2787",1,"ikssu"
"2788",0,"CuVee"
"2789",1,"MaRin"
"2790",1,"TrAce"
"2791",1,"Smeb"
"2792",0,"Smeb"
"2793",0,"Soul"
"2794",1,"Duke"
"2795",1,"Expession"
"2796",1,"Shy"
"2797",1,"Shy"
"2798",0,"Ssumday"
"2799",0,"ikssu"
"2800",1,"Ssumday"
"2801",1,"Duke"
"2802",1,"MaRin"
"2803",1,"MaRin"
"2804",0,"CuVee"
"2805",0,"Helper"
"2806",0,"Helper"
"2807",1,"Smeb"
"2808",0,"Smeb"
"2809",0,"Duke"
"2810",1,"Smeb"
"2811",0,"Shy"
"2812",1,"Smeb"
"2813",0,"Shy"
"2814",1,"Smeb"
"2815",0,"Smeb"
"2816",1,"ssumday"
"2817",1,"Smeb"
"2818",0,"Smeb"
"2819",1,"MaRin"
"2820",0,"Ssumday"
"2821",1,"MaRin"
"2822",1,"TrAce"
"2823",0,"Duke"
"2824",1,"TrAce"
"2825",0,"Shy"
"2826",1,"TrAce"
"2827",1,"Shy"
"2828",1,"Shy"
"2829",0,"Shy"
"2830",1,"Ssumday"
"2831",0,"TrAce"
"2832",0,"Ssumday"
"2833",1,"Ssumday"
"2834",0,"Koro1"
"2835",1,"Dyrus"
"2836",0,"fabFabulous"
"2837",0,"Achie"
"2838",1,"Looper"
"2839",1,"Cola"
"2840",1,"Achie"
"2841",1,"Koro1"
"2842",1,"Cola"
"2843",0,"fabFabulous"
"2844",1,"Dyrus"
"2845",1,"Koro1"
"2846",1,"Looper"
"2847",0,"fredy122"
"2848",0,"Prydz"
"2849",0,"Achie"
"2850",0,"fabFabulous"
"2851",1,"fredy122"
"2852",1,"Dyrus"
"2853",1,"Prydz"
"2854",1,"Cola"
"2855",1,"Prydz"
"2856",1,"fredy122"
"2857",1,"Looper"
"2858",1,"Koro1"
"2859",1,"ackerman"
"2860",1,"Save"
"2861",1,"Acorn"
"2862",1,"Balls"
"2863",0,"sOAZ"
"2864",1,"Balls"
"2865",1,"Save"
"2866",0,"Acorn"
"2867",1,"Save"
"2868",1,"Gogoing"
"2869",1,"Wickd"
"2870",1,"Acorn"
"2871",0,"sOAZ"
"2872",1,"Wickd"
"2873",0,"ackerman"
"2874",0,"LEP"
"2875",0,"Gogoing"
"2876",1,"Wickd"
"2877",0,"LEP"
"2878",0,"ackerman"
"2879",1,"LEP"
"2880",0,"sOAZ"
"2881",1,"Balls"
"2882",1,"Gogoing"
"2883",1,"Save"
"2884",1,"Looper"
"2885",0,"Dyrus"
"2886",0,"Looper"
"2887",0,"Dyrus"
"2888",0,"Acorn"
"2889",0,"Balls"
"2890",1,"Acorn"
"2891",0,"Balls"
"2892",1,"Cola"
"2893",0,"Koro1"
"2894",0,"Cola"
"2895",1,"Koro1"
"2896",1,"Cola"
"2897",0,"Save"
"2898",1,"Gogoing"
"2899",0,"Save"
"2900",0,"Acorn"
"2901",1,"Looper"
"2902",0,"Acorn"
"2903",0,"Cola"
"2904",0,"Gogoing"
"2905",1,"Gogoing"
"2906",1,"Cola"
"2907",0,"Cola"
"2908",1,"Looper"
"2909",1,"Cola"
"2910",1,"Looper"
"2911",1,"ZionSpartan"
"2912",0,"Mylon"
"2913",1,"Steak"
"2914",1,"ZionSpartan"
"2915",1,"Smeb"
"2916",1,"Mylon"
"2917",0,"ZionSpartan"
"2918",1,"Steak"
"2919",1,"Smeb"
"2920",1,"Steak"
"2921",0,"Smeb"
"2922",1,"Mylon"
"2923",1,"Huni"
"2924",1,"Balls"
"2925",0,"Zz1tai"
"2926",1,"Ziv"
"2927",1,"Zz1tai"
"2928",1,"Balls"
"2929",1,"Ziv"
"2930",1,"Huni"
"2931",1,"Ziv"
"2932",0,"Zz1tai"
"2933",0,"Balls"
"2934",1,"Huni"
"2935",0,"Balls"
"2936",1,"MaRin"
"2937",1,"AmazingJ"
"2938",0,"WarL0cK"
"2939",0,"Odoamne"
"2940",0,"AmazingJ"
"2941",1,"Odoamne"
"2942",1,"MaRin"
"2943",0,"WarL0cK"
"2944",0,"WarL0cK"
"2945",0,"Odoamne"
"2946",1,"AmazingJ"
"2947",1,"MaRin"
"2948",1,"Ssumday"
"2949",0,"Acorn"
"2950",0,"Acorn"
"2951",1,"Soaz"
"2952",1,"Dyrus"
"2953",0,"Ssumday"
"2954",0,"Dyrus"
"2955",1,"Ssumday"
"2956",0,"Dyrus"
"2957",0,"Soaz"
"2958",0,"Soaz"
"2959",1,"Flame"
"2960",0,"Steak"
"2961",1,"Soaz"
"2962",1,"Steak"
"2963",1,"Soaz"
"2964",1,"MaRin"
"2965",0,"Ziv"
"2966",1,"MaRin"
"2967",1,"Huni"
"2968",0,"Koro1"
"2969",1,"Huni"
"2970",1,"Ssumday"
"2971",1,"Smeb"
"2972",0,"Ssumday"
"2973",1,"Smeb"
"2974",1,"MaRin"
"2975",0,"Soaz"
"2976",1,"MaRin"
"2977",0,"Huni"
"2978",1,"Smeb"
"2979",0,"Huni"
"2980",1,"MaRin"
"2981",0,"Smeb"
"2982",0,"MaRin"
"2983",0,"Smeb"
"2984",0,"Expect"
"2985",1,"Smeb"
"2986",0,"Darshan"
"2987",1,"Smeb"
"2988",1,"Smurf"
"2989",1,"Darshan"
"2990",0,"Expect"
"2991",1,"Smurf"
"2992",1,"Darshan"
"2993",1,"Smurf"
"2994",1,"Expect"
"2995",1,"Smeb"
"2996",1,"Smeb"
"2997",1,"Duke"
"2998",0,"MMD"
"2999",0,"MMD"
"3000",0,"AmazingJ"
"3001",0,"Duke"
"3002",1,"Impact"
"3003",1,"AmazingJ"
"3004",0,"Impact"
"3005",0,"Impact"
"3006",1,"Duke"
"3007",0,"AmazingJ"
"3008",0,"MMD"
"3009",0,"Odoamne"
"3010",1,"Yang"
"3011",1,"Odoamne"
"3012",1,"Mouse"
"3013",1,"Ziv"
"3014",1,"Mouse"
"3015",1,"Mouse"
"3016",0,"Ziv"
"3017",1,"Odoamne"
"3018",0,"Yang"
"3019",0,"Yang"
"3020",0,"Ziv"
"3021",1,"Odoamne"
"3022",1,"CuVee"
"3023",0,"Hauntzer"
"3024",1,"Hauntzer"
"3025",1,"Looper"
"3026",0,"Wunder"
"3027",0,"Looper"
"3028",1,"CuVee"
"3029",1,"Wunder"
"3030",1,"Hauntzer"
"3031",1,"CuVee"
"3032",0,"Wunder"
"3033",1,"Looper"
"3034",1,"CuVee"
"3035",0,"Impact"
"3036",1,"CuVee"
"3037",0,"Duke"
"3038",0,"Looper"
"3039",1,"Duke"
"3040",0,"Looper"
"3041",1,"Smeb"
"3042",0,"Koro1"
"3043",0,"Smeb"
"3044",0,"Koro1"
"3045",1,"Odoamne"
"3046",0,"Smurf"
"3047",1,"Odoamne"
"3048",0,"Smeb"
"3049",0,"Duke"
"3050",1,"Smeb"
"3051",1,"Duke"
"3052",0,"Smeb"
"3053",1,"CuVee"
"3054",0,"Odoamne"
"3055",1,"CuVee"
"3056",0,"CuVee"
"3057",1,"Duke"
"3058",1,"CuVee"
"3059",0,"Duke"
"3060",0,"CuVee"
"3061",1,"Huni"
"3062",0,"Thaldrin"
"3063",1,"Koro1"
"3064",0,"Thaldrin"
"3065",0,"Huni"
"3066",1,"MaRin"
"3067",1,"Ziv"
"3068",1,"MaRin"
"3069",1,"Koro1"
"3070",0,"Dyrus"
"3071",1,"Koro1"
"3072",1,"MaRin"
"3073",0,"Dyrus"
"3074",1,"Huni"
"3075",0,"Ziv"
"3076",1,"MaRin"
"3077",1,"Huni"
"3078",1,"MaRin"
"3079",1,"Huni"
"3080",1,"MaRin"
"3081",1,"Koro1"
"3082",0,"Ziv"
"3083",1,"Koro1"
"3084",1,"MaRin"
"3085",1,"Koro1"
"3086",0,"MaRin"
"3087",0,"Koro1"
"3088",0,"MaRin"
"3089",1,"Looper"
"3090",0,"Kikis"
"3091",1,"Duke"
"3092",1,"Darshan"
"3093",0,"Kikis"
"3094",0,"fabFabulous"
"3095",1,"Darshan"
"3096",0,"Duke"
"3097",1,"MMD"
"3098",1,"Looper"
"3099",1,"Thaldrin"
"3100",0,"Duke"
"3101",0,"MMD"
"3102",1,"Darshan"
"3103",0,"Thaldrin"
"3104",1,"MMD"
"3105",1,"Darshan"
"3106",0,"Kikis"
"3107",1,"Kikis"
"3108",1,"Looper"
"3109",1,"Duke"
"3110",1,"MMD"
"3111",1,"Darshan"
"3112",0,"fabFabulous"
"3113",1,"Looper"
"3114",0,"MMD"
"3115",1,"Duke"
"3116",0,"Thaldrin"
"3117",0,"Kikis"
"3118",0,"Looper"
"3119",1,"Looper"
"3120",0,"Looper"
"3121",0,"Looper"
"3122",0,"Looper"
"3123",1,"Darshan"
"3124",0,"Darshan"
"3125",1,"Darshan"
"3126",1,"Darshan"
"3127",0,"Darshan"
"3128",0,"Darshan"
"3129",0,"Darshan"
"3130",0,"Overpow"
"3131",0,"kev1n"
"3132",1,"Huni"
"3133",0,"Jwaow"
"3134",0,"Vizicsacsi"
"3135",0,"Huni"
"3136",1,"Overpow"
"3137",1,"YoungBuck"
"3138",1,"Werlyb"
"3139",0,"fredy122"
"3140",0,"Ssumday"
"3141",0,"SoHwan"
"3142",1,"Ssumday"
"3143",1,"ikssu"
"3144",1,"ADD"
"3145",1,"ikssu"
"3146",0,"Duke"
"3147",0,"Crazy"
"3148",0,"Duke"
"3149",1,"ADD"
"3150",1,"CuVee"
"3151",1,"Stanley"
"3152",1,"Cola"
"3153",0,"Smeb"
"3154",0,"Lourlo"
"3155",1,"Ray"
"3156",0,"Balls"
"3157",1,"zig"
"3158",0,"Darshan"
"3159",1,"Ssumday"
"3160",1,"Seraph"
"3161",1,"Hauntzer"
"3162",0,"Seraph"
"3163",0,"Balls"
"3164",1,"Flame"
"3165",1,"zig"
"3166",0,"Looper"
"3167",1,"Darshan"
"3168",1,"Ray"
"3169",1,"Darshan"
"3170",1,"Looper"
"3171",1,"Ssumday"
"3172",0,"Looper"
"3173",1,"Flame"
"3174",1,"Hauntzer"
"3175",0,"Flame"
"3176",1,"Lourlo"
"3177",1,"Seraph"
"3178",1,"Lourlo"
"3179",0,"Cabochard"
"3180",0,"Flaxxish"
"3181",0,"Flaxxish"
"3182",0,"Phaxi"
"3183",1,"Phaxi"
"3184",0,"Satorius"
"3185",0,"Expect"
"3186",1,"Expect"
"3187",0,"Wunder"
"3188",1,"sOAZ"
"3189",1,"Vizicsacsi"
"3190",0,"sOAZ"
"3191",0,"Cabochard"
"3192",1,"Phaxi"
"3193",0,"Alphari"
"3194",1,"Odoamne"
"3195",1,"Flaxxish"
"3196",1,"Satorius"
"3197",1,"Flaxxish"
"3198",1,"CuVee"
"3199",1,"MaRin"
"3200",0,"CuVee"
"3201",1,"Roach"
"3202",1,"Shy"
"3203",0,"Roach"
"3204",1,"Smeb"
"3205",0,"Crazy"
"3206",1,"ikssu"
"3207",0,"Expession"
"3208",1,"MaRin"
"3209",0,"ADD"
"3210",1,"Profit"
"3211",0,"Roach"
"3212",1,"Smeb"
"3213",0,"Lindarang"
"3214",1,"CuVee"
"3215",0,"Expession"
"3216",1,"3z"
"3217",1,"MapleSnow"
"3218",1,"3z"
"3219",1,"MMD"
"3220",0,"Nexus"
"3221",1,"MapleSnow"
"3222",1,"MapleSnow"
"3223",1,"MMD"
"3224",0,"Ziv"
"3225",0,"LOFS"
"3226",1,"Nexus"
"3227",1,"3z"
"3228",0,"3z"
"3229",1,"3z"
"3230",1,"Mylon"
"3231",1,"Yang"
"3232",0,"Aoshi"
"3233",1,"SkyBart"
"3234",1,"Robo"
"3235",0,"Zantins"
"3236",0,"LEP"
"3237",0,"Ayel"
"3238",0,"Ayel"
"3239",1,"Yang"
"3240",1,"Robo"
"3241",0,"Aoshi"
"3242",0,"SkyBart"
"3243",0,"Zantins"
"3244",1,"Mylon"
"3245",0,"LEP"
"3246",0,"brTT RX"
"3247",1,"SkyBart"
"3248",0,"Zantins"
"3249",1,"Yang"
"3250",0,"Aoshi"
"3251",1,"Ayel"
"3252",1,"Robo"
"3253",1,"LEP"
"3254",1,"Leko"
"3255",0,"Aoshi"
"3256",1,"LEP"
"3257",0,"Zantins"
"3258",0,"SkyBart"
"3259",1,"Ayel"
"3260",0,"Robo"
"3261",1,"Yang"
"3262",0,"Aoshi"
"3263",0,"Yang"
"3264",1,"SkyBart"
"3265",1,"LEP"
"3266",0,"Ayel"
"3267",1,"Zantins"
"3268",1,"Robo"
"3269",1,"Mylon"
"3270",1,"LEP"
"3271",1,"Yang"
"3272",1,"Robo"
"3273",0,"SkyBart"
"3274",1,"Mylon"
"3275",1,"Ayel"
"3276",0,"Aoshi"
